wavelength_nm,intensity_counts
2.542967440124442078e+02,4.954545454545453254e+00
2.546716866557337653e+02,5.954545454545452365e+00
2.550466011052674844e+02,5.287878787878786291e+00
2.554214873410494420e+02,4.287878787878786291e+00
2.557963453430836296e+02,4.287878787878786291e+00
2.561711750913740957e+02,5.621212121212119328e+00
2.565459765659248319e+02,6.287878787878786291e+00
2.569207497467400003e+02,6.621212121212119328e+00
2.572954946138235641e+02,6.287878787878786291e+00
2.576702111471795433e+02,6.287878787878786291e+00
2.580448993268120148e+02,5.621212121212120216e+00
2.584195591327249417e+02,4.621212121212119328e+00
2.587941905449225146e+02,2.954545454545453254e+00
2.591687935434086398e+02,1.287878787878786513e+00
2.595433681081874511e+02,1.287878787878786513e+00
2.599179142192629115e+02,3.287878787878786291e+00
2.602924318566390411e+02,4.954545454545453254e+00
2.606669210003200305e+02,5.621212121212119328e+00
2.610413816303097292e+02,4.287878787878786291e+00
2.614158137266123276e+02,3.621212121212119772e+00
2.617902172692317890e+02,2.954545454545453254e+00
2.621645922381721334e+02,3.954545454545453254e+00
2.625389386134374377e+02,5.287878787878786291e+00
2.629132563750318354e+02,5.621212121212119328e+00
2.632875455029592331e+02,4.954545454545453254e+00
2.636618059772237075e+02,4.287878787878786291e+00
2.640360377778292218e+02,4.287878787878786291e+00
2.644102408847800234e+02,3.954545454545453254e+00
2.647844152780799618e+02,3.621212121212119772e+00
2.651585609377331707e+02,3.287878787878786735e+00
2.655326778437435564e+02,3.287878787878786291e+00
2.659067659761153664e+02,2.287878787878786735e+00
2.662808253148525068e+02,2.954545454545453254e+00
2.666548558399590547e+02,3.954545454545453254e+00
2.670288575314390300e+02,4.621212121212119328e+00
2.674028303692965096e+02,4.287878787878786291e+00
2.677767743335354567e+02,3.954545454545453254e+00
2.681506894041600049e+02,4.287878787878786291e+00
2.685245755611741743e+02,4.287878787878786291e+00
2.688984327845819280e+02,3.621212121212119772e+00
2.692722610543873998e+02,4.287878787878786291e+00
2.696460603505946096e+02,4.621212121212120216e+00
2.700198306532075208e+02,4.954545454545453254e+00
2.703935719422302668e+02,3.621212121212119772e+00
2.707672841976668110e+02,2.621212121212119772e+00
2.711409673995213439e+02,1.954545454545453254e+00
2.715146215277977149e+02,1.621212121212119772e+00
2.718882465625000009e+02,1.954545454545453254e+00
2.722618424836323356e+02,2.954545454545453254e+00
2.726354092711987391e+02,3.954545454545453254e+00
2.730089469052032314e+02,3.954545454545453254e+00
2.733824553656497756e+02,2.621212121212119772e+00
2.737559346325424485e+02,1.954545454545453254e+00
2.741293846858854408e+02,1.287878787878786513e+00
2.745028055056826588e+02,2.954545454545453254e+00
2.748761970719381225e+02,3.954545454545452809e+00
2.752495593646558518e+02,4.954545454545453254e+00
2.756228923638399806e+02,4.621212121212120216e+00
2.759961960494945288e+02,4.954545454545453254e+00
2.763694704016235164e+02,5.287878787878786291e+00
2.767427154002310203e+02,5.287878787878786291e+00
2.771159310253210037e+02,4.954545454545453254e+00
2.774891172568975435e+02,5.287878787878786291e+00
2.778622740749646596e+02,4.954545454545453254e+00
2.782354014595264289e+02,4.954545454545453254e+00
2.786084993905868714e+02,4.621212121212120216e+00
2.789815678481500640e+02,4.954545454545453254e+00
2.793546068122200268e+02,4.287878787878786291e+00
2.797276162628007228e+02,3.621212121212119772e+00
2.801005961798963426e+02,2.621212121212119772e+00
2.804735465435107926e+02,2.954545454545453254e+00
2.808464673336482065e+02,4.287878787878786291e+00
2.812193585303125474e+02,5.287878787878786291e+00
2.815922201135077785e+02,4.954545454545452365e+00
2.819650520632382040e+02,3.621212121212119772e+00
2.823378543595076735e+02,3.954545454545453254e+00
2.827106269823202638e+02,4.954545454545453254e+00
2.830833699116799949e+02,5.621212121212120216e+00
2.834560831275908868e+02,4.954545454545453254e+00
2.838287666100571300e+02,3.954545454545453254e+00
2.842014203390825742e+02,4.954545454545453254e+00
2.845740442946713529e+02,5.954545454545453254e+00
2.849466384568274862e+02,7.287878787878786291e+00
2.853192028055550509e+02,6.287878787878786291e+00
2.856917373208580102e+02,4.621212121212119328e+00
2.860642419827404979e+02,2.621212121212119772e+00
2.864367167712064770e+02,2.287878787878786735e+00
2.868091616662600245e+02,2.621212121212119772e+00
2.871815766479051035e+02,2.954545454545452809e+00
2.875539616961459046e+02,1.954545454545453254e+00
2.879263167909863910e+02,1.954545454545453254e+00
2.882986419124305826e+02,2.621212121212119772e+00
2.886709370404825563e+02,2.954545454545453254e+00
2.890432021551462185e+02,3.287878787878786735e+00
2.894154372364258165e+02,3.287878787878786735e+00
2.897876422643252567e+02,3.287878787878786291e+00
2.901598172188486728e+02,2.621212121212119772e+00
2.905319620800000280e+02,2.621212121212119772e+00
2.909040768277833422e+02,3.287878787878786735e+00
2.912761614422026923e+02,3.621212121212119772e+00
2.916482159032622121e+02,3.954545454545452809e+00
2.920202401909658079e+02,3.621212121212119772e+00
2.923922342853175564e+02,4.287878787878786291e+00
2.927641981663214779e+02,4.287878787878786291e+00
2.931361318139815921e+02,4.954545454545453254e+00
2.935080352083020898e+02,4.287878787878786291e+00
2.938799083292868772e+02,3.954545454545453254e+00
2.942517511569400313e+02,4.287878787878786291e+00
2.946235636712655719e+02,5.954545454545453254e+00
2.949953458522675191e+02,6.621212121212120216e+00
2.953670976799499499e+02,6.621212121212119328e+00
2.957388191343169979e+02,4.954545454545453254e+00
2.961105101953725125e+02,3.954545454545453254e+00
2.964821708431206844e+02,3.954545454545453254e+00
2.968538010575654198e+02,3.954545454545453254e+00
2.972254008187109093e+02,3.954545454545453254e+00
2.975969701065610593e+02,3.287878787878786735e+00
2.979685089011200034e+02,3.621212121212120216e+00
2.983400171823917617e+02,3.621212121212119772e+00
2.987114949303802973e+02,3.621212121212119772e+00
2.990829421250898008e+02,3.954545454545453254e+00
2.994543587465241785e+02,4.621212121212120216e+00
2.998257447746875073e+02,3.954545454545452809e+00
3.001971001895838640e+02,3.954545454545452809e+00
3.005684249712172118e+02,3.954545454545452809e+00
3.009397190995916844e+02,4.621212121212119328e+00
3.013109825547113019e+02,3.621212121212119772e+00
3.016822153165800273e+02,2.954545454545453254e+00
3.020534173652019376e+02,2.954545454545453254e+00
3.024245886805810528e+02,3.287878787878786735e+00
3.027957292427215634e+02,3.621212121212119772e+00
3.031668390316273758e+02,4.621212121212120216e+00
3.035379180273025668e+02,4.621212121212119328e+00
3.039089662097510995e+02,4.287878787878786291e+00
3.042799835589770510e+02,3.621212121212119772e+00
3.046509700549844410e+02,4.287878787878786291e+00
3.050219256777774604e+02,4.621212121212119328e+00
3.053928504073600152e+02,4.954545454545453254e+00
3.057637442237361824e+02,4.954545454545453254e+00
3.061346071069099821e+02,3.287878787878786291e+00
3.065054390368853774e+02,1.287878787878786513e+00
3.068762399936665588e+02,6.212121212121198832e-01
3.072470099572574895e+02,1.954545454545453254e+00
3.076177489076622464e+02,3.954545454545453254e+00
3.079884568248848495e+02,4.954545454545453254e+00
3.083591336889292620e+02,4.954545454545453254e+00
3.087297794797996175e+02,4.621212121212120216e+00
3.091003941774999930e+02,3.954545454545453254e+00
3.094709777620343516e+02,3.621212121212119772e+00
3.098415302134067701e+02,2.287878787878786735e+00
3.102120515116211550e+02,9.545454545454532536e-01
3.105825416366817535e+02,9.545454545454532536e-01
3.109530005685924721e+02,1.621212121212119772e+00
3.113234282873575012e+02,3.287878787878786291e+00
3.116938247729806335e+02,4.287878787878786291e+00
3.120641900054660596e+02,5.287878787878786291e+00
3.124345239648178563e+02,4.954545454545453254e+00
3.128048266310400436e+02,4.621212121212120216e+00
3.131750979841365279e+02,3.621212121212119772e+00
3.135453380041115565e+02,2.954545454545452809e+00
3.139155466709689222e+02,2.287878787878786735e+00
3.142857239647129859e+02,3.621212121212119772e+00
3.146558698653475403e+02,4.621212121212120216e+00
3.150259843528766055e+02,4.621212121212119328e+00
3.153960674073044856e+02,3.621212121212119772e+00
3.157661190086348597e+02,2.621212121212119772e+00
3.161361391368720319e+02,2.287878787878786735e+00
3.165061277720200223e+02,2.954545454545453254e+00
3.168760848940827373e+02,4.954545454545453254e+00
3.172460104830643672e+02,5.287878787878787179e+00
3.176159045189688186e+02,3.621212121212119772e+00
3.179857669818001114e+02,1.287878787878786513e+00
3.183555978515625497e+02,1.621212121212119772e+00
3.187253971082598696e+02,2.954545454545453254e+00
3.190951647318962614e+02,3.954545454545453254e+00
3.194649007024757452e+02,4.621212121212120216e+00
3.198346050000022274e+02,4.287878787878786291e+00
3.202042776044800121e+02,3.621212121212119772e+00
3.205739184959129489e+02,3.287878787878786735e+00
3.209435276543051714e+02,2.954545454545453254e+00
3.213131050596605860e+02,2.954545454545452809e+00
3.216826506919833832e+02,2.954545454545453254e+00
3.220521645312774695e+02,3.287878787878786735e+00
3.224216465575470352e+02,3.287878787878786291e+00
3.227910967507960436e+02,2.621212121212119772e+00
3.231605150910284578e+02,1.954545454545453254e+00
3.235299015582484117e+02,1.621212121212119772e+00
3.238992561324599819e+02,1.954545454545453254e+00
3.242685787936671318e+02,2.954545454545453254e+00
3.246378695218739381e+02,4.621212121212119328e+00
3.250071282970843640e+02,4.954545454545453254e+00
3.253763550993025433e+02,4.621212121212120216e+00
3.257455499085324959e+02,4.954545454545453254e+00
3.261147127047782988e+02,6.287878787878786291e+00
3.264838434680438013e+02,5.954545454545453254e+00
3.268529421783333078e+02,4.621212121212119328e+00
3.272220088156506108e+02,2.621212121212119772e+00
3.275910433600000147e+02,2.621212121212119772e+00
3.279600457913853688e+02,2.287878787878786291e+00
3.283290160898107501e+02,2.621212121212119772e+00
3.286979542352801786e+02,2.287878787878786291e+00
3.290668602077977312e+02,2.287878787878786735e+00
3.294357339873674846e+02,1.954545454545453254e+00
3.298045755539934021e+02,2.287878787878786291e+00
3.301733848876796173e+02,2.621212121212119772e+00
3.305421619684301504e+02,2.954545454545453254e+00
3.309109067762489076e+02,2.954545454545453254e+00
3.312796192911400226e+02,3.621212121212119772e+00
3.316482994931075154e+02,3.621212121212119772e+00
3.320169473621555198e+02,3.287878787878786291e+00
3.323855628782879990e+02,1.621212121212119994e+00
3.327541460215089728e+02,9.545454545454532536e-01
3.331226967718225183e+02,1.954545454545453254e+00
3.334912151092326553e+02,2.954545454545453254e+00
3.338597010137434609e+02,3.954545454545453254e+00
3.342281544653588981e+02,3.287878787878786735e+00
3.345965754440831006e+02,3.287878787878786291e+00
3.349649639299200317e+02,3.287878787878786735e+00
3.353333199028737681e+02,2.954545454545453254e+00
3.357016433429483300e+02,2.621212121212119772e+00
3.360699342301478509e+02,2.621212121212119772e+00
3.364381925444761805e+02,3.621212121212119772e+00
3.368064182659375092e+02,3.621212121212119772e+00
3.371746113745358571e+02,2.954545454545452809e+00
3.375427718502752441e+02,2.621212121212119772e+00
3.379108996731596903e+02,3.287878787878786735e+00
3.382789948231933295e+02,3.287878787878786291e+00
3.386470572803800110e+02,2.954545454545453254e+00
3.390150870247239823e+02,2.954545454545453254e+00
3.393830840362291497e+02,3.954545454545453254e+00
3.397510482948995900e+02,5.287878787878786291e+00
3.401189797807393802e+02,6.287878787878786291e+00
3.404868784737524834e+02,5.621212121212119328e+00
3.408547443539430333e+02,3.954545454545452809e+00
3.412225774013150499e+02,2.621212121212119772e+00
3.415903775958724964e+02,2.954545454545453254e+00
3.419581449176194496e+02,2.954545454545453254e+00
3.423258793465599865e+02,2.954545454545453254e+00
3.426935808626981270e+02,2.287878787878786291e+00
3.430612494460379480e+02,1.954545454545453254e+00
3.434288850765834127e+02,1.621212121212119994e+00
3.437964877343385979e+02,3.287878787878786291e+00
3.441640573993075236e+02,4.954545454545453254e+00
3.445315940514942099e+02,5.954545454545453254e+00
3.448990976709027905e+02,4.621212121212119328e+00
3.452665682375372853e+02,4.287878787878786291e+00
3.456340057314016576e+02,4.287878787878786291e+00
3.460014101325000411e+02,4.954545454545453254e+00
3.463687814208363420e+02,4.287878787878786291e+00
3.467361195764147510e+02,3.287878787878786291e+00
3.471034245792391744e+02,1.954545454545453254e+00
3.474706964093138026e+02,1.287878787878786513e+00
3.478379350466425421e+02,1.287878787878786513e+00
3.482051404712294698e+02,1.287878787878786513e+00
3.485723126630786055e+02,1.621212121212119994e+00
3.489394516021940831e+02,2.954545454545453254e+00
3.493065572685798656e+02,4.621212121212119328e+00
3.496736296422400301e+02,5.287878787878786291e+00
3.500406687031785395e+02,3.954545454545453254e+00
3.504076744313995277e+02,2.287878787878786735e+00
3.507746468069069579e+02,1.954545454545453254e+00
3.511415858097050204e+02,2.621212121212119772e+00
3.515084914197975081e+02,2.954545454545453254e+00
3.518753636171886683e+02,2.954545454545453254e+00
3.522422023818824641e+02,3.287878787878786291e+00
3.526090076938829156e+02,3.954545454545453254e+00
3.529757795331940429e+02,4.287878787878786291e+00
3.533425178798200363e+02,3.287878787878786291e+00
3.537092227137647455e+02,2.954545454545453254e+00
3.540758940150323042e+02,2.621212121212119772e+00
3.544425317636267323e+02,3.287878787878786735e+00
3.548091359395521636e+02,3.954545454545453254e+00
3.551757065228125043e+02,4.621212121212120216e+00
3.555422434934117746e+02,5.287878787878786291e+00
3.559087468313542217e+02,5.287878787878786291e+00
3.562752165166436953e+02,4.287878787878786291e+00
3.566416525292842721e+02,3.287878787878786291e+00
3.570080548492800290e+02,2.954545454545453254e+00
3.573744234566349292e+02,3.954545454545453254e+00
3.577407583313531063e+02,4.287878787878786291e+00
3.581070594534385805e+02,5.287878787878786291e+00
3.584733268028953717e+02,5.621212121212119328e+00
3.588395603597274999e+02,5.954545454545453254e+00
3.592057601039390988e+02,5.287878787878786291e+00
3.595719260155340180e+02,4.621212121212119328e+00
3.599380580745164480e+02,4.954545454545453254e+00
3.603041562608904655e+02,4.954545454545453254e+00
3.606702205546599771e+02,4.287878787878786291e+00
3.610362509358291732e+02,3.287878787878786291e+00
3.614022473844019032e+02,3.287878787878786291e+00
3.617682098803823578e+02,4.621212121212119328e+00
3.621341384037745570e+02,5.954545454545453254e+00
3.625000329345824639e+02,6.287878787878786291e+00
3.628658934528102691e+02,6.954545454545453254e+00
3.632317199384617652e+02,6.621212121212120216e+00
3.635975123715412565e+02,6.287878787878786291e+00
3.639632707320526492e+02,5.287878787878786291e+00
3.643289950000000204e+02,4.954545454545453254e+00
3.646946851553873898e+02,6.287878787878786291e+00
3.650603411782186640e+02,6.287878787878786291e+00
3.654259630484982040e+02,5.954545454545453254e+00
3.657915507462297455e+02,4.621212121212120216e+00
3.661571042514175360e+02,4.954545454545453254e+00
3.665226235440654818e+02,4.954545454545453254e+00
3.668881086041776030e+02,5.287878787878786291e+00
3.672535594117580331e+02,4.954545454545453254e+00
3.676189759468108491e+02,5.621212121212119328e+00
3.679843581893400142e+02,4.287878787878786291e+00
3.683497061193495483e+02,3.287878787878786291e+00
3.687150197168435852e+02,2.954545454545453254e+00
3.690802989618259744e+02,3.621212121212119772e+00
3.694455438343009632e+02,4.621212121212120216e+00
3.698107543142725149e+02,5.287878787878786291e+00
3.701759303817446494e+02,5.621212121212119328e+00
3.705410720167214436e+02,6.287878787878786291e+00
3.709061791992068606e+02,6.621212121212119328e+00
3.712712519092050343e+02,7.954545454545453254e+00
3.716362901267200414e+02,7.954545454545452365e+00
3.720012938317557882e+02,7.954545454545453254e+00
3.723662630043163517e+02,6.621212121212120216e+00
3.727311976244057519e+02,6.621212121212119328e+00
3.730960976720281224e+02,5.954545454545452365e+00
3.734609631271874832e+02,6.621212121212119328e+00
3.738257939698878545e+02,5.954545454545453254e+00
3.741905901801332561e+02,5.954545454545452365e+00
3.745553517379276514e+02,6.287878787878786291e+00
3.749200786232752307e+02,7.621212121212120216e+00
3.752847708161800142e+02,8.621212121212119328e+00
3.756494282966459650e+02,8.954545454545453254e+00
3.760140510446771600e+02,9.287878787878787179e+00
3.763786390402775623e+02,9.621212121212119328e+00
3.767431922634513626e+02,9.287878787878785403e+00
3.771077106942025239e+02,9.287878787878787179e+00
3.774721943125350663e+02,1.028787878787878718e+01
3.778366430984530098e+02,1.095454545454545325e+01
3.782010570319604312e+02,1.028787878787878540e+01
3.785654360930614644e+02,9.621212121212119328e+00
3.789297802617599586e+02,1.028787878787878540e+01
3.792940895180601615e+02,1.028787878787878540e+01
3.796583638419659792e+02,9.287878787878787179e+00
3.800226032134813750e+02,8.287878787878785403e+00
3.803868076126105393e+02,7.954545454545452365e+00
3.807509770193574923e+02,7.954545454545453254e+00
3.811151114137262539e+02,7.954545454545453254e+00
3.814792107757208441e+02,8.621212121212119328e+00
3.818432750853452831e+02,9.287878787878787179e+00
3.822073043226036475e+02,9.954545454545453254e+00
3.825712984674999575e+02,8.954545454545451477e+00
3.829352575000383467e+02,7.621212121212119328e+00
3.832991814002227784e+02,6.621212121212120216e+00
3.836630701480572156e+02,7.287878787878787179e+00
3.840269237235457354e+02,7.621212121212119328e+00
3.843907421066924712e+02,7.954545454545453254e+00
3.847545252775014433e+02,8.287878787878785403e+00
3.851182732159766147e+02,8.621212121212119328e+00
3.854819859021221191e+02,8.621212121212119328e+00
3.858456633159418629e+02,9.287878787878785403e+00
3.862093054374399799e+02,9.954545454545453254e+00
3.865729122466205467e+02,1.162121212121211933e+01
3.869364837234875267e+02,1.062121212121211933e+01
3.873000198480449967e+02,1.095454545454545325e+01
3.876635206002969767e+02,9.287878787878785403e+00
3.880269859602474867e+02,1.028787878787878540e+01
3.883904159079006035e+02,1.062121212121211933e+01
3.887538104232604610e+02,1.095454545454545325e+01
3.891171694863309085e+02,1.028787878787878540e+01
3.894804930771160230e+02,9.621212121212119328e+00
3.898437811756199949e+02,8.287878787878785403e+00
3.902070337618467306e+02,7.954545454545453254e+00
3.905702508158003639e+02,8.287878787878787179e+00
3.909334323174848009e+02,1.028787878787878540e+01
3.912965782469041187e+02,1.162121212121211933e+01
3.916596885840625077e+02,1.128787878787878718e+01
3.920227633089638175e+02,1.062121212121211933e+01
3.923858024016122386e+02,1.062121212121211933e+01
3.927488058420117341e+02,1.062121212121211933e+01
3.931117736101662103e+02,1.028787878787878540e+01
